"F = 1e-07; Nimp = 6; Range: [5.0, 11.0]"
x y
5.0 1.53379231883e-05
5.06 1.85165000846e-05
5.12 2.23776551753e-05
5.18 2.70691755359e-05
5.24 3.27704852918e-05
5.3 3.96992108683e-05
5.36 4.81190352044e-05
5.42 5.83490716739e-05
5.48 7.07750234198e-05
5.54 8.58624326159e-05
5.6 0.000104172366215
5.66 0.000126379930229
5.72 0.000153296052896
5.78 0.000185893027339
5.84 0.000225334355386
5.9 0.000273009485223
5.96 0.00033057408331
6.02 0.000399996524767
6.08 0.000483611321088
6.14 0.000584180227912
6.2 0.000704961782486
6.26 0.000849790006566
6.32 0.00102316296898
6.38 0.00123034182725
6.44 0.00147746085172
6.5 0.00177164877184
6.56 0.00212116156451
6.62 0.00253552652147
6.68 0.00302569708017
6.74 0.00360421747384
6.8 0.00428539574868
6.86 0.00508548310634
6.92 0.00602285686114
6.98 0.00711820355746
7.04 0.00839469798524
7.1 0.00987817297513
7.16 0.0115972739717
7.22 0.0135835915016
7.28 0.0158717638102
7.34 0.0184995411744
7.4 0.0215078027646
7.46 0.0249405164729
7.52 0.028844631914
7.58 0.0332698968904
7.64 0.0382685880628
7.7 0.0438951474281
7.76 0.0502057175339
7.82 0.0572575701799
7.88 0.0651084256995
7.94 0.0738156627663
8.0 0.0834354220189
8.06 0.0940216105734
8.12 0.105624818623
8.18 0.118291163689
8.24 0.132061082529
8.3 0.146968095094
8.36 0.163037568964
8.42 0.180285516321
8.48 0.198717458321
8.54 0.218327393694
8.6 0.239096909137
8.66 0.260994468563
8.72 0.28397491626
8.78 0.307979225545
8.84 0.332934519449
8.9 0.358754383521
8.96 0.385339482985
9.02 0.412578487651
9.08 0.440349298243
9.14 0.468520557701
9.2 0.496953420853
9.26 0.525503546148
9.32 0.554023264241
9.38 0.582363870732
9.44 0.610377984465
9.5 0.63792190905
9.56 0.664857933716
9.62 0.691056510519
9.68 0.7163982483
9.74 0.740775669442
9.8 0.764094683334
9.86 0.786275740032
9.92 0.807254638593
9.98 0.826982976413
10.04 0.845428238106
10.1 0.862573534391
10.16 0.878417012756
10.22 0.892970971609
10.28 0.906260718055
10.34 0.918323215806
10.4 0.929205574075
10.46 0.938963430298
10.52 0.947659279414
10.58 0.95536080022
10.64 0.962139225321
10.7 0.968067795662
10.76 0.973220334029
10.82 0.977669964499
10.88 0.98148799714
10.94 0.984742989613
