"F = 1e-07; Nimp = 81; Range: [1, 10] EN0 = None"
x y
1.0 0.117594989491
1.045 0.0909264556153
1.09 0.0716235424984
1.135 0.0576538922388
1.18 0.0475275722383
1.225 0.0401795536528
1.27 0.0348599270169
1.315 0.0310456969958
1.36 0.0283750831593
1.405 0.0266006702871
1.45 0.0255569155931
1.495 0.0251380816557
1.54 0.0252835676775
1.585 0.0259684518079
1.63 0.027197717083
1.675 0.0290031095158
1.72 0.0314419000411
1.765 0.0345970268761
1.81 0.0385782094135
1.855 0.0435236691357
1.9 0.0496020812021
1.945 0.0570143230731
1.99 0.065994494414
2.035 0.0768095693405
2.08 0.0897569277376
2.125 0.10515892531
2.17 0.123353640087
2.215 0.144681022061
2.26 0.169463920972
2.305 0.197983916293
2.35 0.230452543416
2.395 0.266979382006
2.44 0.307539472574
2.485 0.351943515544
2.53 0.399815081417
2.575 0.450579380172
2.62 0.503467770233
2.665 0.557540973665
2.71 0.611731892121
2.755 0.664906176954
2.8 0.715935702776
2.845 -1.43727228261e+42
